open,high,low,close,volume,market_cap,foreign,ndq,s&p,kosdaq,kospi,base rate
1.0,0.9982985328991938,0.9982696659846935,0.9965584372506542,0.3657193561487194,0.9717837287861525,0.23430000194266581,0.051476220953698144,-0.008282066879799023,0.16600231002901047,0.4848228916380528,0.07179607342555001
0.9982985328991938,1.0,0.9978396510341063,0.9984244706259118,0.39524484073247784,0.9735349333269973,0.22879842128346708,0.05614825041704535,-0.004870533406581215,0.16793537720051133,0.4818890482838435,0.06780089760711419
0.9982696659846935,0.9978396510341063,1.0,0.9985913382455992,0.3510161377942005,0.9746914881294391,0.2422451064092693,0.05089007129607471,-0.007597106919048218,0.1689511076767993,0.4925528851803119,0.07148825697945803
0.9965584372506542,0.9984244706259118,0.9985913382455992,1.0,0.3739794177698296,0.9756414106262966,0.2365215612197539,0.0534846720149843,-0.005946480097467788,0.16862697683003258,0.48832269704968867,0.06975188817446348
0.3657193561487194,0.39524484073247784,0.3510161377942005,0.3739794177698296,1.0,0.3661125524568754,-0.194385206761888,0.13690211669760677,0.08875435764011663,0.11875206244120977,0.10741430821845212,-0.08242852806602205
0.9717837287861525,0.9735349333269973,0.9746914881294391,0.9756414106262966,0.3661125524568754,1.0,0.37123060558076626,0.20713646200033095,0.14070260360280573,0.34137276427757507,0.6096515713605821,-0.1231510673891729
0.23430000194266581,0.22879842128346708,0.2422451064092693,0.2365215612197539,-0.194385206761888,0.37123060558076626,1.0,0.5594170538579104,0.49398518599264146,0.5809113283478295,0.6435080808404436,-0.5508902456126833
0.051476220953698144,0.05614825041704535,0.05089007129607471,0.0534846720149843,0.13690211669760677,0.20713646200033095,0.5594170538579104,1.0,0.8370482975501229,0.7615200405775443,0.5686669982729659,-0.8320723299515359
-0.008282066879799023,-0.004870533406581215,-0.007597106919048218,-0.005946480097467788,0.08875435764011663,0.14070260360280573,0.49398518599264146,0.8370482975501229,1.0,0.7054236044470583,0.5641208115085922,-0.7503083615372682
0.16600231002901047,0.16793537720051133,0.1689511076767993,0.16862697683003258,0.11875206244120977,0.34137276427757507,0.5809113283478295,0.7615200405775443,0.7054236044470583,1.0,0.7643939190930464,-0.7706342115300245
0.4848228916380528,0.4818890482838435,0.4925528851803119,0.48832269704968867,0.10741430821845212,0.6096515713605821,0.6435080808404436,0.5686669982729659,0.5641208115085922,0.7643939190930464,1.0,-0.4942735502651641
0.07179607342555001,0.06780089760711419,0.07148825697945803,0.06975188817446348,-0.08242852806602205,-0.1231510673891729,-0.5508902456126833,-0.8320723299515359,-0.7503083615372682,-0.7706342115300245,-0.4942735502651641,1.0
